1,0.88
2,0.905
3,0.895
4,0.905
5,0.905
6,0.915
7,0.905
8,0.905
9,0.89
10,0.89
11,0.885
12,0.88
13,0.885
14,0.89
15,0.885
16,0.89
17,0.89
18,0.89
19,0.87
20,0.88
21,0.85
22,0.855
23,0.85
24,0.86
25,0.85
26,0.865
27,0.85
28,0.86
29,0.85
30,0.855
31,0.85
32,0.86
33,0.83
34,0.845
35,0.83
36,0.84
37,0.83
38,0.83
39,0.83
40,0.835
41,0.83
42,0.83
43,0.82
44,0.82
45,0.82
46,0.825
47,0.825
48,0.83
49,0.825
50,0.83
51,0.82
52,0.82
53,0.815
54,0.815
55,0.815
56,0.82
57,0.815
58,0.815
59,0.81
60,0.815
61,0.805
62,0.81
63,0.8
64,0.805
65,0.805
66,0.805
67,0.805
68,0.805
69,0.8
70,0.8
71,0.8
72,0.8
73,0.8
74,0.8
75,0.8
76,0.795
77,0.8
78,0.8
79,0.8
80,0.8
81,0.8
82,0.795
83,0.805
84,0.8
85,0.8
86,0.8
87,0.805
88,0.8
89,0.8
90,0.8
91,0.8
92,0.8
93,0.795
94,0.8
95,0.8
96,0.8
97,0.8
98,0.8
99,0.795
100,0.805
101,0.8
102,0.805
103,0.8
104,0.8
105,0.8
106,0.805
107,0.795
108,0.805
109,0.805
110,0.81
111,0.81
112,0.81
113,0.81
114,0.81
115,0.805
116,0.81
117,0.805
118,0.805
119,0.805
120,0.805
121,0.805
122,0.805
123,0.805
124,0.805
125,0.805
126,0.81
127,0.81
128,0.81
129,0.805
130,0.805
131,0.805
132,0.805
133,0.805
134,0.805
135,0.805
136,0.805
137,0.805
138,0.805
139,0.805
140,0.805
141,0.805
142,0.805
143,0.8
144,0.8
145,0.8
146,0.8
147,0.8
148,0.81
149,0.805
150,0.805
151,0.805
152,0.805
153,0.805
154,0.81
155,0.8
156,0.8
157,0.795
158,0.815
159,0.795
160,0.805
161,0.8
162,0.81
163,0.81
164,0.81
165,0.805
166,0.81
167,0.8
168,0.81
169,0.805
170,0.81
171,0.81
172,0.81
173,0.805
174,0.805
175,0.805
176,0.81
177,0.805
178,0.81
179,0.8
180,0.805
181,0.8
182,0.805
183,0.805
184,0.805
185,0.8
186,0.805
187,0.8
188,0.805
189,0.805
190,0.805
191,0.81
192,0.8
193,0.81
194,0.805
195,0.815
196,0.82
197,0.82
198,0.815
199,0.815
200,0.815
